sha256	size	count	paths	top_level_dirs	extensions	basenames	risk_flags	classification	classification_reason
562143d4c4bd7d6f5a7d7384529bfe28e1f7b4ce55e8f20142b6b4173419eb5a	541	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/NonCoded/Red Deck.dck | Mods/PlayDeck/PlayDeck_Korath/NonCoded/Red Deck.dck	Manalink3, Mods	.dck	Red Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
6e7e0e75e9e1fd7bf730143ba365edc9cca0c4783fb68b880e153b9ee3d23872	541	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/Zombies!2.dck | Mods/PlayDeck/PlayDeck_Korath/Zombies!2.dck	Manalink3, Mods	.dck	Zombies!2.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
b1a8fcef593b2d63e6b690c641175ef4e5cfeca33e1860bcb712393627879999	541	2	Manalink3/Program/PlayDeck/Abyssal Black-Red.dck | Playdeck/Abyssal Black-Red.dck	Manalink3, Playdeck	.dck	Abyssal Black-Red.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
2e3b1207c340b61b5bfcfeb09f8540d24a5ca54dfe8985aecb0f53579ee0a44b	541	2	Manalink3/Program/PlayDeck/Aggro Black-Green.dck | Playdeck/Aggro Black-Green.dck	Manalink3, Playdeck	.dck	Aggro Black-Green.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
c9785139c1745bed2cc29d545cb55bf173304d1f8e5f2715a66d3d5efd7afb4d	541	2	Manalink3/Program/PlayDeck/Core Set Constructed.dck | Playdeck/Core Set Constructed.dck	Manalink3, Playdeck	.dck	Core Set Constructed.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
1b11ac8449440ed54177dd1fdaf2a00bd80a02f791f6b0c97c23a5f2fc16ef1a	541	2	Manalink3/Program/PlayDeck/Esper!.dck | Playdeck/Esper!.dck	Manalink3, Playdeck	.dck	Esper!.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
74dc86ae01a506d251987f220ebed9fa36528d982e7a69a796302cd8c073ad36	541	2	Manalink3/Program/PlayDeck/Exarch White.dck | Playdeck/Exarch White.dck	Manalink3, Playdeck	.dck	Exarch White.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
1396977ca554c266b48d31872d2cc425074dc1523ab20b04666e721a72adf117	540	2	Manalink3/Mods/PlayDeck/Mono Set/Shandalar/Spells of the Ancients/Pure Evil.dck | Mods/PlayDeck/Mono Set/Shandalar/Spells of the Ancients/Pure Evil.dck	Manalink3, Mods	.dck	Pure Evil.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
d1c7a6ac6bb18b37d016efe818083f11392802b05b537fe52983f3908d29cb56	540	2	Manalink3/Mods/PlayDeck/Mono Set/Shandalar/Spells of the Ancients/Smackyderm.dck | Mods/PlayDeck/Mono Set/Shandalar/Spells of the Ancients/Smackyderm.dck	Manalink3, Mods	.dck	Smackyderm.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
3793179a59a6a630c14479e28c3402fd447607581a2a4d79bb657947c7b71482	540	2	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Mono-black lifegain M13.dck | Mods/PlayDeck/PlayDeck_Brewin/Mono-black lifegain M13.dck	Manalink3, Mods	.dck	Mono-black lifegain M13.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
668201eca9833c01127b2acb7c0d454c6778a97876b2f5d5efe92153246718de	540	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/Devotion to Mogis.dck | Mods/PlayDeck/PlayDeck_Korath/Devotion to Mogis.dck	Manalink3, Mods	.dck	Devotion to Mogis.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
3c74acef34b46ae08a4d6b7fcb40f718b3b2c619479190ebfed27c27744b98c4	540	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/Elf and Nail.dck | Mods/PlayDeck/PlayDeck_Korath/Elf and Nail.dck	Manalink3, Mods	.dck	Elf and Nail.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
341cba07f69477a6b185ba792eb5f776fda03cd96771a8ae08bc8acd5a512073	540	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/Esper!.dck | Mods/PlayDeck/PlayDeck_Korath/Esper!.dck	Manalink3, Mods	.dck	Esper!.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
122db1ecc1f24ed2dc5965335b23c0c6ed7abd1af214561a9a992b1349b3b623	540	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/Grand Prix Brisbane 2013.dck | Mods/PlayDeck/PlayDeck_Korath/Grand Prix Brisbane 2013.dck	Manalink3, Mods	.dck	Grand Prix Brisbane 2013.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
b9f7d2121b9028b147b95865689ea77c52f0605f7691586129f57db1fe3e85bb	540	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/Marc Lalague GP Anaheim 2012.dck | Mods/PlayDeck/PlayDeck_Korath/Marc Lalague GP Anaheim 2012.dck	Manalink3, Mods	.dck	Marc Lalague GP Anaheim 2012.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
b1829dd3284010ed11cee7db87b4e72f6e84f1351f52b383199c16e39bde3493	540	2	Manalink3/Mods/PlayDeck/PlayDeck_Nex/Pauper/Pauper_Nex_Fog.dck | Mods/PlayDeck/PlayDeck_Nex/Pauper/Pauper_Nex_Fog.dck	Manalink3, Mods	.dck	Pauper_Nex_Fog.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
ee5b9965d90ae61dd22ecf76c0c01f7db48e180e7572de2763b2d02b1d52b760	540	2	Manalink3/Program/PlayDeck/Bant King Cole.dck | Playdeck/Bant King Cole.dck	Manalink3, Playdeck	.dck	Bant King Cole.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
5e0b9fd6a54ae3ae8584ee3576bc389c1a66b16d2b8f444f5b52cc91bd477784	540	2	Manalink3/Program/PlayDeck/Big Boros Brew.dck | Playdeck/Big Boros Brew.dck	Manalink3, Playdeck	.dck	Big Boros Brew.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
e49333280e5ed7113fc772b0cb3b251b9ede5594c097c97c577d8a8e3e81de37	540	2	Manalink3/Program/PlayDeck/Devotion to Gray.dck | Playdeck/Devotion to Gray.dck	Manalink3, Playdeck	.dck	Devotion to Gray.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
04ac7a71119c17eafdd12c4e9cc92a10d7611c9efc940429deb0d1d1f571c85a	540	2	Manalink3/Program/PlayDeck/Grand Prix Dallas-Fort Worth.dck | Playdeck/Grand Prix Dallas-Fort Worth.dck	Manalink3, Playdeck	.dck	Grand Prix Dallas-Fort Worth.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
5e8e10cbbf98326c0dc5ebe83fc99a11ead18e4f289116cac29daba8662d30fc	540	2	Manalink3/Program/PlayDeck/Nova Scotia Blue-White.dck | Playdeck/Nova Scotia Blue-White.dck	Manalink3, Playdeck	.dck	Nova Scotia Blue-White.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
cb0c3b3d02b246a1eb1e46e4030aa212fe5de2f8ce5aa0c1514db04cc6110ff7	540	2	Manalink3/Program/PlayDeck/PTK Wei Kingdom.dck | Playdeck/PTK Wei Kingdom.dck	Manalink3, Playdeck	.dck	PTK Wei Kingdom.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
08c68cbfa40cec0137ec4db151c42cc8083074a9afbc5d016b2c5bb8ba098dee	539	2	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Defense.dck | Mods/PlayDeck/PlayDeck_Brewin/Defense.dck	Manalink3, Mods	.dck	Defense.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
4fae3354c0ca1ba6f1e22fd5b2d5c13c683dc043174825068e4a591c2ed5f155	539	2	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Jund Avatar2.dck | Mods/PlayDeck/PlayDeck_Brewin/Jund Avatar2.dck	Manalink3, Mods	.dck	Jund Avatar2.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
ff8dc6a93fbee51b4110340618f937c7b31f3e0050d03afb94a470785c26d8ae	539	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/BestOf2013PackItUp,PackItIn.dck | Mods/PlayDeck/PlayDeck_Korath/BestOf2013PackItUp,PackItIn.dck	Manalink3, Mods	.dck	BestOf2013PackItUp,PackItIn.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
eaf5a96e2390239674e960816a066b7c89833be2c6fe3ae1c6bb6362239027cf	539	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/Grand Prix LOouisville 2013.dck | Mods/PlayDeck/PlayDeck_Korath/Grand Prix LOouisville 2013.dck	Manalink3, Mods	.dck	Grand Prix LOouisville 2013.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
603c2fd46257ff2cf92d859d6ba497c06d280436c5228db99e80f2df00438fe1	539	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/Japanese Green.dck | Mods/PlayDeck/PlayDeck_Korath/Japanese Green.dck	Manalink3, Mods	.dck	Japanese Green.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
f80ff87080cbe862f9ad1e20265a9debf75186a2efb709b0091c1ec307dc97bb	539	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/NonCoded/Mono-Black Control2.dck | Mods/PlayDeck/PlayDeck_Korath/NonCoded/Mono-Black Control2.dck	Manalink3, Mods	.dck	Mono-Black Control2.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
a1ad4d8ca4c38366be33b1758a27f337db07b5cce34230fe3e8e47754f56e0a3	539	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/NonCoded/SCG Atlanta Legacy.dck | Mods/PlayDeck/PlayDeck_Korath/NonCoded/SCG Atlanta Legacy.dck	Manalink3, Mods	.dck	SCG Atlanta Legacy.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
8017d870b4c94de81a6448df5b44a28c3563aca511dfad8288ba27b42dfcfce8	539	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/NonCoded/Slovak Nat'l Champ.dck | Mods/PlayDeck/PlayDeck_Korath/NonCoded/Slovak Nat'l Champ.dck	Manalink3, Mods	.dck	Slovak Nat'l Champ.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
111fb6b95c95850f1b9cc11d39c0b9e59896c3ff7341aa5ca86c672a511c2c74	539	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/Tibalt Burning Vengeance.dck | Mods/PlayDeck/PlayDeck_Korath/Tibalt Burning Vengeance.dck	Manalink3, Mods	.dck	Tibalt Burning Vengeance.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
30b554e22e9bafcfb09c304861d9b4945067d0fe3422e5f055536906d53ed485	539	2	Manalink3/Program/PlayDeck/Eldrazi Green3.dck | Playdeck/Eldrazi Green3.dck	Manalink3, Playdeck	.dck	Eldrazi Green3.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
e8cfb313e8fac87c81d4c3c89cf3cde4f1788d48693497e097115ace1c0ca6cb	539	2	Manalink3/Program/PlayDeck/Modern Boros.dck | Playdeck/Modern Boros.dck	Manalink3, Playdeck	.dck	Modern Boros.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
850565ba08b453f0e49151149895b09394ce892468bbf5e911813b57edb4e0cd	538	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/A Vexing Proposition.dck | Mods/PlayDeck/PlayDeck_Korath/A Vexing Proposition.dck	Manalink3, Mods	.dck	A Vexing Proposition.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
296dee5cc8e6bbbe74ed0db02bdab2a741d8a1d4315e3a66e565215de6c51a4a	538	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/Merfolk2.dck | Mods/PlayDeck/PlayDeck_Korath/Merfolk2.dck	Manalink3, Mods	.dck	Merfolk2.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
0bbd0272fe1eb142b2aa19d9d6106874cd6b193a5384152e25b94b0b1aa68b76	538	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/Nayamorphic.dck | Mods/PlayDeck/PlayDeck_Korath/Nayamorphic.dck	Manalink3, Mods	.dck	Nayamorphic.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
ea392be5d83c9b4c56eca24d3ed158e5786b4dcad21719a0be3de2f75d8bf1e7	538	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/VanNieuwenhoves MonoWControl.dck | Mods/PlayDeck/PlayDeck_Korath/VanNieuwenhoves MonoWControl.dck	Manalink3, Mods	.dck	VanNieuwenhoves MonoWControl.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
acb7eddaf521068cc516f0b7d9a3a6c1d07280a53be4b948c7135bb3a9b2e454	538	2	Manalink3/Program/PlayDeck/DBjclarke2011'sred-black vam.dck | Playdeck/DBjclarke2011'sred-black vam.dck	Manalink3, Playdeck	.dck	DBjclarke2011'sred-black vam.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
6179610d00ed3b6058c4bca148b36601385c563a145cac8bf5ccad07543c3437	538	2	Manalink3/Program/PlayDeck/Elf and Nail.dck | Playdeck/Elf and Nail.dck	Manalink3, Playdeck	.dck	Elf and Nail.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
d2575a48ecf140cb9bb98fea3bc6d8f6582eae81bb01e7b8294c961b319fafe7	538	2	Manalink3/Program/PlayDeck/Grixis.dck | Playdeck/Grixis.dck	Manalink3, Playdeck	.dck	Grixis.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
04f31fb2cca5de1cdc027164d05a767413248880f84f775aa947c0f1e42da1a3	538	2	Manalink3/Program/PlayDeck/Modern Rakdos.dck | Playdeck/Modern Rakdos.dck	Manalink3, Playdeck	.dck	Modern Rakdos.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
45b6cd90854204c837bb35e3242314a9413ae816687dbdc28f25ed349aeb93f4	538	2	Manalink3/Program/PlayDeck/Mono Green Aggro.dck | Playdeck/Mono Green Aggro.dck	Manalink3, Playdeck	.dck	Mono Green Aggro.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
422031bb41808a34a241bf4dc4128bd141d43415d7b8ecb01b8428adf1b53633	538	2	Manalink3/Program/PlayDeck/Mono-White Tokens2.dck | Playdeck/Mono-White Tokens2.dck	Manalink3, Playdeck	.dck	Mono-White Tokens2.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
1f7fdefa80c39dff19b1e143372be2c03528d7c1df1abd7611aafc1ffa04e81a	538	2	Manalink3/Program/PlayDeck/Propheting Wildly.dck | Playdeck/Propheting Wildly.dck	Manalink3, Playdeck	.dck	Propheting Wildly.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
4484f77bb9c34f10ab2cfe998e70857c952de3f636943f3a404653a4d1f84a3f	537	2	Decks - Original/0426.dck | Decks_original/0426.dck	Decks - Original, Decks_original	.dck	0426.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
b43671d4c818371653c318993ea2262f98ca99d01bf9a735ea98a717824e0bac	537	2	Manalink3/Mods/PlayDeck/2011/Emeria Soliders.dck | Mods/PlayDeck/2011/Emeria Soliders.dck	Manalink3, Mods	.dck	Emeria Soliders.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
7954f46bccfdfe9c60e85bde69b4e8cd701ea44f3d0bac0e752747dfcda73b8d	537	2	Manalink3/Mods/PlayDeck/Degenerate/Tribal/Tribal Vampire Red 1.dck | Mods/PlayDeck/Degenerate/Tribal/Tribal Vampire Red 1.dck	Manalink3, Mods	.dck	Tribal Vampire Red 1.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
95614693047f7d6b465e32aa8cff059976fb5c4ea9fa9d148a959b78f6740354	537	2	Manalink3/Mods/PlayDeck/Mono Set/Scars of Mirrodin/MRD Clerics.dck | Mods/PlayDeck/Mono Set/Scars of Mirrodin/MRD Clerics.dck	Manalink3, Mods	.dck	MRD Clerics.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
c62d2b76eb2bb5e96d1eae143899342489932d69cc1e7b105b894a6739ebd5d3	537	2	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Zombieeeeee.dck | Mods/PlayDeck/PlayDeck_Brewin/Zombieeeeee.dck	Manalink3, Mods	.dck	Zombieeeeee.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
8d82815d0ed2d6fb204bc864310cf574a2446ac592ffd5eb896b19e2be2186c9	537	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/Big Boros Brew.dck | Mods/PlayDeck/PlayDeck_Korath/Big Boros Brew.dck	Manalink3, Mods	.dck	Big Boros Brew.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
7a0548ffff23f596758b9a2b245a307f336e29416cabd81b371f4c4ca1692782	537	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/Goblin Storm Modern.dck | Mods/PlayDeck/PlayDeck_Korath/Goblin Storm Modern.dck	Manalink3, Mods	.dck	Goblin Storm Modern.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
270e776781f11eaca7c2c543fd90bfde7b097de8e8fe70abd50452d6d16bc2c7	537	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/Legacy Ascension.dck | Mods/PlayDeck/PlayDeck_Korath/Legacy Ascension.dck	Manalink3, Mods	.dck	Legacy Ascension.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
00fde7652db83718d611ca04c001e609db19ca93a08830716249dbc9cf757b9f	537	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/NonCoded/Imperial Painter.dck | Mods/PlayDeck/PlayDeck_Korath/NonCoded/Imperial Painter.dck	Manalink3, Mods	.dck	Imperial Painter.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
f342ce625be45fdcc6f327b65e692a870267e78198b55fc75f68fbfcaf3f8549	537	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/Nova Scotia Blue-White.dck | Mods/PlayDeck/PlayDeck_Korath/Nova Scotia Blue-White.dck	Manalink3, Mods	.dck	Nova Scotia Blue-White.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
ef633ca4b6d3a82e914fd76c3399f20b4894661c6097e303986689f0a5de0592	537	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/Obliterator Zombies.dck | Mods/PlayDeck/PlayDeck_Korath/Obliterator Zombies.dck	Manalink3, Mods	.dck	Obliterator Zombies.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
ace09f850ba929b42106e200ffb6ce774ef51289fc5996402905efc599a7a4fb	537	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/Paupfinity.dck | Mods/PlayDeck/PlayDeck_Korath/Paupfinity.dck	Manalink3, Mods	.dck	Paupfinity.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
a564ac95d51b2d9fda1c91fb449ca7a75491d78f3db0949b14145fa2c7899c80	537	2	Manalink3/Program/PlayDeck/Block Boros.dck | Playdeck/Block Boros.dck	Manalink3, Playdeck	.dck	Block Boros.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
819e3fff5281dae59ec3dc082fa7bc0ac537f2882380ef8dd2f070d6973f224d	537	2	Manalink3/Program/PlayDeck/Mono-White Tokens.dck | Playdeck/Mono-White Tokens.dck	Manalink3, Playdeck	.dck	Mono-White Tokens.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
fc5ff8b20f1ad925825a40805cbcf5b256e72bc051a56e07bbddbf9923220c23	537	2	Manalink3/Program/PlayDeck/Pauper Elves.dck | Playdeck/Pauper Elves.dck	Manalink3, Playdeck	.dck	Pauper Elves.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
53dc38c8d731d88bf74c20cda066f3c4dd9a43fd58ebbd7511ddd95a987213f7	537	2	Manalink3/Program/PlayDeck/Revisiting Red Devotion.dck | Playdeck/Revisiting Red Devotion.dck	Manalink3, Playdeck	.dck	Revisiting Red Devotion.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
7b23cbe0c1d5d2662e34ef22a25441e0541f8ddfd58556db5fd03c6293d5fc13	537	2	Manalink3/Program/PlayDeck/Transformational Rush.dck | Playdeck/Transformational Rush.dck	Manalink3, Playdeck	.dck	Transformational Rush.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
427aeb8e3cf84f0902817f2543b0aee17045908582f3284b192f165bf5c210d4	536	2	Manalink3/Mods/PlayDeck/Mono Set/Return to Ravnica/RTR Super Smashing Bros.dck | Mods/PlayDeck/Mono Set/Return to Ravnica/RTR Super Smashing Bros.dck	Manalink3, Mods	.dck	RTR Super Smashing Bros.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
4644fb28219471ac7d9057a2699b0e8f270ea271b0963eaaed9c02d8c5f6d5d1	536	2	Manalink3/Mods/PlayDeck/Mono Set/Shandalar/Themed and combo/Tapped Death.dck | Mods/PlayDeck/Mono Set/Shandalar/Themed and combo/Tapped Death.dck	Manalink3, Mods	.dck	Tapped Death.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
bd3a02163d06317888be8c3bf80300409e0b725eb375c169f7a53aff39726eeb	536	2	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Defender Bender Modern.dck | Mods/PlayDeck/PlayDeck_Brewin/Defender Bender Modern.dck	Manalink3, Mods	.dck	Defender Bender Modern.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
7ea1596a66f4bdb7dd64b2cdb27d8cb189ca49f65b45dd05816b744527ecb470	536	2	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Life Gain Deck.dck | Mods/PlayDeck/PlayDeck_Brewin/Life Gain Deck.dck	Manalink3, Mods	.dck	Life Gain Deck.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
f6ea45cafd076d37cf08f790fd31e517b0039a854ef96633160f3d248cf692fb	536	2	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Moroii Vampires.dck | Mods/PlayDeck/PlayDeck_Brewin/Moroii Vampires.dck	Manalink3, Mods	.dck	Moroii Vampires.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
2090e03a1d3fa13f551a8882a8599f3d9ec399ede392eb0f7824d0466f84b8f4	536	2	Manalink3/Mods/PlayDeck/PlayDeck_Brewin/Tempo Blue.dck | Mods/PlayDeck/PlayDeck_Brewin/Tempo Blue.dck	Manalink3, Mods	.dck	Tempo Blue.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
a3f49727979129f09b40300e6e811d71404a8e76229ad69d9bfc8293b2878969	536	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/Exarch White.dck | Mods/PlayDeck/PlayDeck_Korath/Exarch White.dck	Manalink3, Mods	.dck	Exarch White.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
c5f2ac37f1590766ac77102207fa8521155957efb62b0a03354ab19b04aeeebf	536	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/Finding Your Way In Standard.dck | Mods/PlayDeck/PlayDeck_Korath/Finding Your Way In Standard.dck	Manalink3, Mods	.dck	Finding Your Way In Standard.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
89d7455bd14d4d9d3132f09bcd70a4e918edb957cc4909cb8f29f7cff3edd748	536	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/Genesis Wave.dck | Mods/PlayDeck/PlayDeck_Korath/Genesis Wave.dck	Manalink3, Mods	.dck	Genesis Wave.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
ed1e1ecfedd1d45bce01aae0d66b5f76e987ecfa31855c0595a371cb569d8a2a	536	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/NonCoded/Bant Control2.dck | Mods/PlayDeck/PlayDeck_Korath/NonCoded/Bant Control2.dck	Manalink3, Mods	.dck	Bant Control2.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
32318d2ed6a9407a7fcadd4dc86649d3bb0870ea8da31f378bdb822bd2c19b4c	536	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/NonCoded/Pros Bloom.dck | Mods/PlayDeck/PlayDeck_Korath/NonCoded/Pros Bloom.dck	Manalink3, Mods	.dck	Pros Bloom.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
1cda0ea981a51e2376ef6641d73cea4b69aa9df48aa06fb15c835a85818a32b8	536	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/NonCoded/Reanimator2.dck | Mods/PlayDeck/PlayDeck_Korath/NonCoded/Reanimator2.dck	Manalink3, Mods	.dck	Reanimator2.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
788d7a30bdd59a9b7e446fbedd2642f96678d3bcc7767f9dbf7f696fd86d32ab	536	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/Standard Warrior Tribal.dck | Mods/PlayDeck/PlayDeck_Korath/Standard Warrior Tribal.dck	Manalink3, Mods	.dck	Standard Warrior Tribal.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
c24e23a199102f6869bf7779c5a129780101998af0c836f985d05106e98146e7	536	2	Manalink3/Mods/PlayDeck/PlayDeck_Korath/Valakut.dck | Mods/PlayDeck/PlayDeck_Korath/Valakut.dck	Manalink3, Mods	.dck	Valakut.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
789bbf0eda8c78b772dcf5d3f8e4b26fbf4854d196627df1e8d5e96e776344d3	536	2	Manalink3/Program/PlayDeck/Devoted to Merfolk.dck | Playdeck/Devoted to Merfolk.dck	Manalink3, Playdeck	.dck	Devoted to Merfolk.dck	runtime-extension	protected-runtime	Runtime-looking directory or extension; needs runtime trace before path removal.
